,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,InventoryID,Description,ItemStatus,ItemClass,Type,ValuationMethod,PlanningMethod,PostingClass,TaxCategory,DefaultWarehouse,DefaultReceivingLocation,DefaultIssueLocation,BaseUnit,SalesUnit,PurchaseUnit,MfgDfltMarkFor,MakeToOrder,DefaultVendorIDUS,DefaultVendorIDCA,InvPlanningSource,EDGQBID,EDLQBID,EDGOldName,EDLOldName,PiecesOfMedia,PriceGroup,ItemHeight,ItemWidth,ItemIsMetric,VendorItemID,CycleID,SalesAccount,SalesSubAccount,SafetyStock,ReorderPoint,MinOrderQty,MaxOrderQty,LeadTime,ItemHeightText,ItemWidthText
,HN10-32                       ,CYCLE 22 & 17  #10-32 HEX NUTS,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1CC0000-1145477635,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40200,0,0,0,0,0,0,NULL,NULL
,HN6-32                        ,CYCLE 26  #6-32 HEX NUTS,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1170000-1145393291,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HN8-32                        ,CYCLE 20  #8-32 HEX NUTS,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,4E0000-1144942231,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,H-VINYL TUBING                ," VINYL TUBING 3/16"" I.D. X 5/16"" O.D.",IN,RWMAT     ,M,Average,MRP,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,None,800013C2-1626934125,8000201E-1322665174,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40200,0,0,0,0,0,0,NULL,NULL
,"HW - #12-11X1/4"" WOOD SCREW   ","#12-11 x 4"" Flat Countersunk Head Phillips Drive Sharp Point Zinc Finish Wood Screw",AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003D38-1584024605,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW 8-32X1/4 MACHINE SCREW     ,"CYCLE 20, 17 8-32X1/4 PAN HEAD PHILLIPS MACHINE SCREW",AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,8000285C-1398796097,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW 8-32X3/4 MACHINE SCREW     ,CYCLE 22  8-32 X 3/4 PAN HEAD PHILLIPS MACHINE SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,8000285D-1398796131,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#10 FLAT WASHER             ,CYCLE 22   #10 ZINC PLATED FLAT WASHER,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002D4D-1439911419,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40200,0,0,0,0,0,0,NULL,NULL
,HW#10-16X1/4 SCREW            ,"CYCLE 20  #10-16X1/4"" SLOTTED INDENTED HEX WASHER HEAD SCREW (RS4)",AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,8000290E-1407936934,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#6X1/2TAPSCW                ,CYCLE 16   #6X1/2 PHILLIPS FLAT HEAD  SELF DRILLING SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,800022A3-1342803694,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#8 TOOTH LOCKWASHER         ,CYCLE 22  #8 ZINC FINISH INTERNAL/EXTERNAL TOOTH LOCKWASHER,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003A07-1554838154,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40200,0,0,0,0,0,0,NULL,NULL
,HW#8-18X3/4 SELF DRILLINGSCREW,CYCLE 21  8-18X3/4 HEX WASHER HEAD SELF DRILLING SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003144-1467896339,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#8X3/8TAPSCW                ,CYCLE 21  #8 X 3/8 TAPPING SCREW V-BANK,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,11D0000-1145393560,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#8X5/8 MACHINE SCREW        ,CYCLE 19   #8 X 5/8 PAN HEAD SQUARE MACHINE SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,11D0000-1145393560,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,IVBK-3924-16-F                ,"39"" WIDE X 24"" HIGH X 16"" DEEP LOW PRESSURE G2 V-BANK MODULE, 36 1/8 X 15 3/8 LOW PRESSURE MEDIA, V8 HEAVY DUTY SCREEN, V8 ALUMINUM RAIL",AC,VBANKU    ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001FEC-1712691849,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,JUMPERCORD10FOOT/2 4PINCONXALL,10' JUMPER CORD WITH TWO 4 PIN CONXALL CONNECTORS,IN,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002D0B-1436537700,NULL,10&apos; JUMPER CORD/2 4PIN CONXALL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,JUMPERCORD12INCH SWITCHCRAFT  ,12 INCH CONNECTOR CORD WITH MALE AND FEMALE CONNECTORS,IN,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003B70-1568292373,NULL,12&quot; SWITCHCRAFT UNIT JUMPER,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,JUMPERCORD12INCH/2 4PINCONXALL,"12"" JUMPER CORD WITH TWO 4 PIN CONXALL CONNECTORS",IN,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80002D0A-1436537396,NULL,12&quot; JUMPER CORD/2 4PIN CONXALL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,KRSB-5-125TM COMPRESSOR       ,Kaishan 5HP Fixed-Speed Belt Driven Rotary Screw Compressor with Refrigerated Air Dryer & Filter mounted 120-gallon tank,AC,MISC      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001648-1635427062,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,L.A-GENCONNECTIONKIT          ,"GENERIC CONNECTION KIT FOR BUS PANEL INCLUDES 1- E-10 AMP INLINE FUSE HOLDER, 1- E-3AMP CIRCUIT PROTECTION FUSE & 1- E-INLINE CONNECTOR 14-22 AWG",AC,1INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001EAC-1697668266,80004B03-1696962608,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40200,0,0,0,0,0,0,NULL,NULL
,L.A-GENLPHDKIT                ,"GENERIC WIRE PACK KIT FOR LOW PRESSURE HEAVY DUTY PANEL  INCLUDES 1-24V CORD - 10', 3-H-D-CLIP 5/8 & 3- H-8 X 1/2 PHILLIPS SCREW",AC,1INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001EAC-1697668266,80004B03-1696962608,NULL,L.A- GENLPHDKIT,0,NULL,NULL,NULL,NULL,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-21-7                      ,"UV: 21W UVC 7"" HC LAMP 2YR",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001215-1626933696,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-24-12                     ,"UV: 24W UVC12HC LAMP 2YR 12""",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001216-1626933697,80003CA1-1579009744,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-24-12-RF                  ,"UV: UVC12HC REFLEX REPLACEMENT LAMP 2YR 12""",IN,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001217-1626933698,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HP-ARK564                     , ANNUAL FILTER REPLACEMENT KIT (2) FOR HEPA,AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,800011D4-1626933637,800021DF-1336076849,ARK564,ARK564,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW#8X5/8 TAPSCW               ,CYCLE 19  #8 X 5/8 PAN HEAD SQUARE SELF DRILLING SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,11D0000-1145393560,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-24V-14                    ,"UV: 14"" REPLACEMENT UV LAMP FOR 24V ECONOMY REMOTE - 2 YR.",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001218-1626933699,80004C41-1711481419,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,MS-1325                       ,"13 X 25 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003606-1518462509,NULL,NULL,3,NULL,25,13,FALSE,NULL,101,40100,0,0,0,0,0,0,25,13
,MS-1325X                      ,"13 X 25 PREMIERONE POLARIZED MEDIA PADS, 3-PACK EXACT",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003B87-1568734095,NULL,NULL,3,NULL,25,13,FALSE,NULL,101,40100,0,0,0,0,0,0,25,13
,MS-1327X                      ,"13 X 27 PREMIERONE POLARIZED MEDIA PADS, 3-PACK EXACT",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,8000402B-1608554100,NULL,NULL,3,NULL,27,13,FALSE,NULL,101,40100,0,0,0,0,0,0,27,13
,MS-1328                       ,"13 X 28 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800035C3-1516109217,NULL,NULL,3,NULL,28,13,FALSE,NULL,101,40100,0,0,0,0,0,0,28,13
,MS-1328X                      ,"13 X 28 PREMIERONE POLARIZED MEDIA  PADS, 3-PACK EXACT",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003B90-1568734317,NULL,NULL,3,NULL,28,13,FALSE,NULL,101,40100,0,0,0,0,0,0,28,13
,MS-133/8411/2                 ,"13 3/8 X 41 1/2 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003E6B-1597236088,NULL,NULL,3,NULL,41.5,13.38,FALSE,NULL,101,40100,0,0,0,0,0,0,41 1/2,13 3/8
,MS-133/8411/2X                ,"13 3/8 X 41 1/2 PREMIERONE POLARIZED MEDIA PADS, 3-PACK EXACT",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80004024-1608553641,NULL,NULL,3,NULL,41.5,13.38,FALSE,NULL,101,40100,0,0,0,0,0,0,41 1/2,13 3/8
,MS-1331                       ,"13 X 31 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003607-1518462526,NULL,NULL,3,NULL,31,13,FALSE,NULL,101,40100,0,0,0,0,0,0,31,13
,HW.125                        ,CYCLE 21 & 16  1/8 BACKUP WASHERS 1/8X3/8,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,530000-1144942504,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW.5X2                        ,CYCLE 22 & 17  #8 ZINC PLATED FLAT WASHER,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1280000-1145457205,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-001GS                      ,"CYCLE 17 CAM SHAFT ARM ASSBLY, STERILE SWEEP",AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1E90000-1145550263,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-002GS                      ,CYCLE 17 LAMP CLIP #68 STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,2010000-1145558375,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-003USS                     ,CYCLE 17  HANDLE UNIVERSAL STERILE SWEEP # 1080BN-V,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1370000-1145458160,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-004GS                      ,CYCLE 17  SPACER SLEEVE STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,11E0000-1145393593,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-005GS                      ,CYCLE 17  SPRING RETAINER STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,11F0000-1145393626,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-006GS                      ,CYCLE 17 #10 NYLON WASHER STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1200000-1145393670,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-007GS                      ,CYCLE 17  HEX SET SCREW STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1210000-1145456762,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-008GS                      ,CYCLE 17 4-40X1/2 MACHINE SCREW,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,C10001-1145991266,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-009GS                      ,CYCLE 21 & 17  6-32X1/4 MACHINE SCREW V8 & STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1230000-1145456845,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,HW-010GS                      ,CYCLE 17 8-32 X 1/4 MACHINE SCREW STERILE SWEEP,AC,RWMAT     ,M,Average,Inventory Replenishment,STCKRM,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,1240000-1145456882,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-25403-12                  , UV: UVC12HC & UVV5 REPLACEMENT LAMPS,AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001219-1626933700,8000383B-1540836300,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-25403-12-2                ,UV: TWO UVC12HC & ONE UVV5 REPLACEMENT LAMP KIT FOR FM3/RM3,AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000191A-1652898250,80004D36-1723064159,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-25403-16                  ," UV: 44W UVC16HC & UVV5 LAMPS 16""",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121A-1626933701,80002575-1370372135,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-25403-16-2                ,UV: TWO UVC16HC & ONE UVV5 REPLACEMENT LAMP KIT FOR FM3/RM3,AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000191B-1652898277,80004C21-1710158024,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-25403-16ADPT              ," UV: 44W UVC16HC & UVV5 LAMPS 16"" W/ ADAPTOR",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121B-1626933702,80002209-1337094454,LSK-25403-16/ADP,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16                     ,"UV: 36W UVC16HC LAMP 2YR 16""",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121C-1626933703,800028FD-1407344745,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16-03FB                ,"UV: 36W UVC16HC FLANGE BASE SPLICED LAMP 2 YR 16"" FOR RS4",IN,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,NULL,80003411-1500921696,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16ADPT                 ,"UV: 36W UVC16HC LAMP 2YR 16"" W/ADAPTOR",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121E-1626933704,8000290C-1407852677,NULL,LSK-36-16/ADP,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16-O3                  ,"UV: 36W UVC16HC SPLICED LAMP 2YR 16""",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121F-1626933705,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16-O3FB                ,"UV: 36W UVC16HC FLANGE BASE SPLICED LAMP 2YR 16"" FOR RS4",AC,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,80001220-1626933706,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,LSK-36-16-RF                  ,"UV: 36W UVC16HC REFLEX REPLACEMENT LAMP 2YR 16""",IN,UV2       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Purchase,FALSE,NULL,NULL,Purchase,8000121D-1626933703,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,101,40100,0,0,0,0,0,0,NULL,NULL
,MS-1020                       ,"10 X 20 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800036AE-1524588232,NULL,NULL,3,NULL,20,10,FALSE,NULL,101,40100,0,0,0,0,0,0,20,10
,MS-1021X                      ,"10 X 21 PREMIERONE POLARIZED MEDIA PADS, 3-PACK EXACT",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,8000456B-1634816325,NULL,NULL,3,NULL,21,10,FALSE,NULL,101,40100,0,0,0,0,0,0,21,10
,MS-1022                       ,"10 X 22 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800036AE-1524588232,NULL,NULL,3,NULL,22,10,FALSE,NULL,101,40100,0,0,0,0,0,0,22,10
,MS-1024                       ,"10 X 24 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003CD9-1580493661,NULL,NULL,3,NULL,24,10,FALSE,NULL,101,40100,0,0,0,0,0,0,24,10
,MS-1030                       ,"10 X 30 PREMIERONE POLARIZED MEDIA PADS, 3-PACK",AC,P1M       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003FE1-1606855029,NULL,NULL,3,NULL,30,10,FALSE,NULL,101,40100,0,0,0,0,0,0,30,10
