Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
rh2-air-proving-switch,RH2  Air Proving Switch,"<p>RH2+ optional air proving switch for RH2DUCT ensures humidification occurs only when air is moving in the duct. <br></p>
<p><br></p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,RH2-APS,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/APS900x900.jpg?v=1722367544,1,,false,,,,lb,,active
replacement-cylinder-202-series,Replacement Cylinder 202 Series,"<p>RH2+ replacement cylinders collect in-steam sediment and minerals for easy change-out after 1-2 years depending on water supply. <br></p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,RH2-RC,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/Cylinder900x900.jpg?v=1722367541,1,,false,,,,lb,,active
pureairx-poster,PureAirX Poster,"Poster measures 24"" x 18"" <br>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,false,Title,Default Title,,,,,,,,B-SRT609,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/609trainingposterSRT6-21HR900x900.jpg?v=1722367539,1,,false,,,,lb,,active
pureairx-home-show-kit,PureAirX Home Show Kit,"<p><strong>This kit comes with:</strong></p>
<p>1 -UV Demo Display (Part#LPC36NONUV)</p>
<p>1 -Polarized-Media Air Cleaner Demo Unit (Part# 1LPD1410WITHCASE)</p>
<p>1 - Video Book (Part#VB2020)</p>
<p>20 - Clean Air Provided By Stickers (Part# SRT-607)</p>
<p>2 - Consumer Handbooks (Part# SRT-233)</p>
<p>1  Training Poster (Part# S<span data-mce-fragment=""1"" mce-data-marked=""1"">RT</span>-609)</p>
<p>100  Fixed Mount or Remote Mount Total Home Solutions brochures (Part# <span data-mce-fragment=""1"">S</span><span data-mce-fragment=""1"" mce-data-marked=""1"">RT</span>-252FM or <span data-mce-fragment=""1"">S</span><span data-mce-fragment=""1"" mce-data-marked=""1"">RT</span>-252RM)</p>
<p><span>Limit - 1 per order</span></p>",Dynamic AQS,,Marketing and Training,SNA,true,UV Brochure,Fixed Mount UV,,,,,,,,B-SRTFMHOMESHOWKIT,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAHomeShowKit.jpg?v=1722367536,1,,false,,,,lb,,active
pureairx-home-show-kit,,,,,,,,,Remote Mount UV,,,,,,,,B-SRTRMHOMESHOWKIT,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAHomeShowKitDescriptions.jpg?v=1722367536,2,,,,,,lb,,
pure-air-x-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pure Air X Sterile Sweep® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span></span> <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the</span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279""> Spec Sheet</a>.</p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM3-12/12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNARM3-16-16-5.jpg?v=1722367531,1,,false,,,,lb,,active
pure-air-x-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-rm-2-uvc-uvc-germicidal-system-remote-mount,Pure Air X Sterile Sweep® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p>For more information, see our<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352""> UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM2-12/12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNARM2-16-16.jpg?v=1722367528,1,,false,,,,lb,,active
pure-air-x-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,Pure Air X Sterile Sweep® Remote Mount - RM2 Dual UVC/UVV Germicidal,"<p>- Remote Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399""> UV </a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the</span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279""> Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM2-12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNARM2-16-5.jpg?v=1722367526,1,,false,,,,lb,,active
pure-air-x-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-rm-1-oxidation-system,Pure Air X Sterile Sweep® Remote Mount - RM1-5WB UVV Oxidation Lamp Unit,"<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Two year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>For more information, see our<span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399""> UV</a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352""> Frequently Asked Questions</a> <span></span>page <span data-mce-fragment=""1"">or view/download the </span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Title,Default Title,,,,,,,,RM1-5WB,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNARM1-5.jpg?v=1722367523,1,,false,,,,lb,,active
pure-air-x-rm-1-germicidal-uv-system-remote-mount,Pure Air X Sterile Sweep® Remote Mount - RM1 UVC Germicidal System,"<p>- Remote Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span></span> <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a> <span></span>page or view/download the<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SRT-802_RM_Models_Spec_Sheet_0321.pdf?v=1617816821""> Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,SNA,true,Size,"12""",,,,,,,,RM1-12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNARM1.jpg?v=1722367520,1,,false,,,,lb,,active
pure-air-x-rm-1-germicidal-uv-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM1-16,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-mktg-consumer-handbook,Pure AireX Consumer Handbook,"<p>Consumer Handbook</p>
<p>Click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA-233_0419.pdf?v=1616604533"">here</a> to download a pdf version.</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT233,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNA-233.jpg?v=1722367515,1,,false,,,,lb,,active
pure-air-x-home-solutions-remote-mount-brochure,Pure Air X Defense Total Home Solutions Remote Mount Brochure,"<p>Pure Air X Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNARMBRO-252.jpg?v=1719002355SRT_RM_10-20_LR.pdf?v=1617198411"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SRT_RM_10-20_LR.pdf?v=1617198411""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT252RM,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/THSSNARMBRO-252.jpg?v=1722367512,1,,false,,,,lb,,active
pure-air-x-home-solutions-fixed-mount-brochure,Pure Air X Defense Total Home Solutions Fixed Mount Brochure,"<p>Pure Air X Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNAFMBRO-252.jpg?v=1719002339_SRT_FM_10-20_LR.pdf?v=1617195288"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SRT_FM_10-20_LR.pdf?v=1617195288""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT252FM,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/THSSNAFMBRO-252.jpg?v=1722367509,1,,false,,,,lb,,active
pure-air-x-home-rh2-steam-humidifier-ducted-package,Pure Air X Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SNA,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAHumidDuctPackage900x900.jpg?v=1722367506,1,,false,,,,lb,,active
pure-air-x-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pure Air X Sterile Sweep® FM3-16/16/5 (2 - 16” UVC lamps with a 5” UVV lamp) or FM3-12/12/5 (2 - 12” UVC lamps with a 5” UVV lamp) Triple Germicidal/Oxidation System,"<p>Fixed Mount, 3 lamp System. 2 high output UVC lamps and 1 5"" UVV Oxidation lamp.</p>
<p>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</p>",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Size,"12""",,,,,,,,FM3-12/12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAFM3-16-16-5.jpg?v=1722367501,1,,false,,,,lb,,active
pure-air-x-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-fm-2-uvc-uvv-dual-germicidal-oxidation-system,Pure Air X Sterile Sweep® Fixed Mount - FM2 UVC/UVV Dual Germicidal/Oxidation  System,"<p>- Fixed Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352""> UV Frequently Asked Questions</a><span></span> page or view/download the<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SRT-801_FM_Models_Spec_Sheet_0321.pdf?v=1617816821""> Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Size,"12""",,,,,,,,FM2-12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAFM2-16-5.jpg?v=1722367498,1,,false,,,,lb,,active
pure-air-x-fm-2-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM2-16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-fm-1-oxidation-system,"Pure Air X Sterile Sweep® FM1-5, One 5” UVV Oxidation Unit","<p>120/240 volt fixed mount 5"" oxidation unit (FM1-5)</p>
<p>For more information, see our <a href=""/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</p>",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Title,Default Title,,,,,,,,FM1-5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAFM1-5_cf840d0b-8331-4fde-8d6f-fba72e6b6529.jpg?v=1722367496,1,,false,,,,lb,,active
pure-air-x-fm-1-germicidal-uv-system,Pure Air X Sterile Sweep® Fixed Mount - FM1 Germicidal UVC System,"<p>- Fixed Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span></span> <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNA_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a> <span></span>page or view/download the<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SRT-801_FM_Models_Spec_Sheet_0321.pdf?v=1617816821""> Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,SNA,true,Size,"12""",,,,,,,,FM1-12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAFM1.jpg?v=1722367493,1,,false,,,,lb,,active
pure-air-x-fm-1-germicidal-uv-system,,,,,,,,,"16""",,,,,,,,FM1-16,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-clean-air-sticker,Clean Air Provided by Pure Air X Sticker (20 Pack),"<p>Clean Air Provided by Sticker</p>
<p>Brand Sticker, 20-pack</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT607,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/CleanAirPureAirXHR.jpg?v=1722367490,1,,false,,,,lb,,active
pure-air-x-300cfm-bypass-hepa-system,Pure Air X 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""/collections/hepa/products/hepa-carbon-module"">Carbon Matrix Cell</a></li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the</span><span data-mce-fragment=""1""></span> <a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,SNA,true,Title,Default Title,,,,,,,,HP-300,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/PUR_HEPA.png?v=1722367488,1,,false,,,,lb,,active
puer-air-x-rh2-steam-humidifier-space-unit-package,Pure Air X RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SNA,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SNAHumidSpacePackage900x900_e19ff8f2-b46f-403d-b173-2067409fdf61.jpg?v=1722367485,1,,false,,,,lb,,active
pristine-air-total-home-solutions-remote-mount-brochure,Pristine Air Total Home Solutions Remote Mount Brochure,"<p>Pristine Air Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_NEX_RM_BRO-252.jpg?v=1719002023NEX_RM_10-20_LR.pdf?v=1617198411"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_NEX_RM_10-20_LR.pdf?v=1617198411""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,NEX,true,Title,Default Title,,,,,,,,B-NEX252RM,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/THSNEXRMBRO-252.jpg?v=1722367482,1,,false,,,,lb,,active
pristine-air-total-home-solutions-fixed-mount-brochure,Pristine Air Total Home Solutions Fixed Mount Brochure,"<p>Pristine Air Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_NEX_FM_BRO-252.jpg?v=1719002024NEX_FM_10-20_LR.pdf?v=1617195288"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_NEX_FM_10-20_LR.pdf?v=1617195288""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,NEX,true,Title,Default Title,,,,,,,,B-NEX252FM,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/THSNEXFMBRO-252.jpg?v=1722367479,1,,false,,,,lb,,active
pristine-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Pristine Air Sterile Sweep® Remote Mount - RM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Remote Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>For more information, see our<span></span> <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEX_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617817352"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a>.</p>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,NEX,true,Size,"12""",,,,,,,,RM3-12/12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/NEXRM3-16-16-5.jpg?v=1722367476,1,,false,,,,lb,,active
pristine-air-rm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,RM3-16/16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
